type	latitude	longitude	altitude (m)	eos	name	desc
T	22.394233000	114.060370900	191.5			
T	22.394230200	114.060309300	191.8			
T	22.394208100	114.060042900	190.9			
T	22.394207200	114.060013300	190.8			
T	22.394208000	114.059986500	190.8			
T	22.394209600	114.059967500	190.8			
T	22.394217800	114.059925100	191.0			
T	22.394227600	114.059885700	191.1			
T	22.394240600	114.059843300	191.3			
T	22.394262500	114.059783400	191.4			
T	22.394286900	114.059720600	191.4			
T	22.394291300	114.059711500	191.2			
T	22.394296600	114.059703200	191.0			
T	22.394327500	114.059662400	190.0			
T	22.394358200	114.059626800	189.0			
T	22.394387300	114.059596500	188.1			
T	22.394419700	114.059565700	187.0			
T	22.394445200	114.059543700	186.2			
T	22.394487000	114.059511500	184.7			
T	22.394520800	114.059487800	183.4			
T	22.394554900	114.059466200	182.2			
T	22.394576100	114.059453300	181.4			
T	22.394618100	114.059430700	179.9			
T	22.394642200	114.059419800	179.1			
T	22.394668500	114.059410700	178.3			
T	22.394698300	114.059402400	177.5			
T	22.394768900	114.059386100	176.2			
T	22.394869000	114.059368600	174.8			
T	22.394909600	114.059364600	174.4			
T	22.394957300	114.059362100	174.0			
T	22.395008500	114.059362200	174.0			
T	22.395075200	114.059366000	175.8			
T	22.395108500	114.059366200	176.6			
T	22.395148000	114.059364600	177.6			
T	22.395218000	114.059357300	179.0			
T	22.395285200	114.059344600	180.2			
T	22.395310900	114.059338400	180.5			
T	22.395330700	114.059332400	180.7			
T	22.395380000	114.059315000	181.1			
T	22.395409700	114.059301400	181.2			
T	22.395433500	114.059288300	181.2			
T	22.395451800	114.059276100	181.2			
T	22.395466900	114.059263800	181.1			
T	22.395482400	114.059248400	181.0			
T	22.395492700	114.059235800	180.8			
T	22.395501900	114.059222800	180.5			
T	22.395508500	114.059210000	180.3			
T	22.395514100	114.059196200	179.9			
T	22.395519600	114.059176800	179.4			
T	22.395523300	114.059156200	178.9			
T	22.395527200	114.059097100	177.1			
T	22.395529100	114.059075700	176.4			
T	22.395532900	114.059056800	175.9			
T	22.395538000	114.059037100	175.4			
T	22.395543200	114.059021400	175.0			
T	22.395549700	114.059006500	174.7			
T	22.395556800	114.058995000	174.5			
T	22.395565500	114.058984200	174.2			
T	22.395575100	114.058974600	174.0			
T	22.395585100	114.058966600	173.9			
T	22.395599800	114.058958400	173.8			
T	22.395614100	114.058953800	173.8			
T	22.395631300	114.058952000	174.0			
T	22.395648700	114.058952700	174.2			
T	22.395699100	114.058958500	175.1			
T	22.395728500	114.058959400	175.5			
T	22.395753500	114.058958500	175.8			
T	22.395776400	114.058955600	175.9			
T	22.395796800	114.058949700	176.0			
T	22.395815900	114.058939400	175.8			
T	22.395832500	114.058927000	175.5			
T	22.395845500	114.058911700	175.1			
T	22.395858900	114.058892400	174.6			
T	22.395869400	114.058872600	174.1			
T	22.395879600	114.058850600	173.5			
T	22.395886800	114.058831500	172.9			
T	22.395893000	114.058811100	172.3			
T	22.395932200	114.058633900	166.6			
T	22.395942800	114.058580200	165.5			
T	22.395976800	114.058330500	162.6			
T	22.395982600	114.058297700	161.9			
T	22.395988000	114.058274200	161.4			
T	22.395995200	114.058248000	161.0			
T	22.396000900	114.058232600	160.7			
T	22.396008600	114.058216800	160.6			
T	22.396035300	114.058163800	160.1			
T	22.396053900	114.058129800	159.9			
T	22.396149900	114.057965000	157.7			
T	22.396190700	114.057899600	156.7			
T	22.396206800	114.057877100	156.5			
T	22.396224600	114.057856100	156.5			
T	22.396243100	114.057837400	156.5			
T	22.396263400	114.057818500	156.7			
T	22.396280600	114.057804000	156.9			
T	22.396297700	114.057791100	157.2			
T	22.396311800	114.057781700	157.5			
T	22.396337900	114.057766500	158.4			
T	22.396357600	114.057752800	159.1			
T	22.396381100	114.057732900	159.8			
T	22.396397500	114.057716700	160.2			
T	22.396413000	114.057695100	160.3			
T	22.396426300	114.057672300	160.2			
T	22.396437600	114.057647600	160.1			
T	22.396447900	114.057618900	159.8			
T	22.396453700	114.057592800	159.4			
T	22.396457400	114.057566000	158.9			
T	22.396458800	114.057537100	158.3			
T	22.396457600	114.057499300	157.5			
T	22.396454000	114.057461500	156.4			
T	22.396427600	114.057265000	150.9			
T	22.396424800	114.057233000	150.0			
T	22.396424200	114.057202700	149.0			
T	22.396425900	114.057182700	148.2			
T	22.396430100	114.057162600	147.5			
T	22.396436900	114.057141500	146.8			
T	22.396444900	114.057123600	146.3			
T	22.396454300	114.057106600	145.9			
T	22.396468000	114.057088300	145.6			
T	22.396485400	114.057068200	145.4			
T	22.396505400	114.057048600	145.3			
T	22.396526200	114.057030200	145.4			
T	22.396599300	114.056973100	146.2			
T	22.396620700	114.056955000	146.5			
T	22.396642100	114.056935300	146.6			
T	22.396667400	114.056907700	146.3			
T	22.396687800	114.056882800	145.8			
T	22.396703600	114.056859500	145.3			
T	22.396719800	114.056831700	144.7			
T	22.396730500	114.056808600	144.2			
T	22.396740800	114.056782500	143.5			
T	22.396753800	114.056744700	142.7			
T	22.396762300	114.056716400	142.0			
T	22.396768800	114.056688000	141.3			
T	22.396773500	114.056660000	140.7			
T	22.396776100	114.056635000	140.5			
T	22.396777100	114.056610400	140.3			
T	22.396777100	114.056583000	140.0			
T	22.396775400	114.056558400	139.6			
T	22.396771300	114.056527500	139.1			
T	22.396682100	114.056075100	132.1			
T	22.396678600	114.056051600	131.6			
T	22.396677700	114.056028800	131.2			
T	22.396678500	114.056000800	130.8			
T	22.396681600	114.055973700	130.5			
T	22.396686600	114.055954400	130.3			
T	22.396695500	114.055935100	130.3			
T	22.396706200	114.055917100	130.3			
T	22.396721900	114.055894100	130.3			
T	22.396736100	114.055875500	130.3			
T	22.396763700	114.055842400	130.3			
T	22.396784400	114.055819600	130.2			
T	22.396850100	114.055752000	129.9			
T	22.396864600	114.055735600	129.8			
T	22.396877000	114.055718800	129.5			
T	22.396885800	114.055703700	129.3			
T	22.396893200	114.055687300	129.0			
T	22.396899600	114.055670800	128.6			
T	22.396903900	114.055654600	128.3			
T	22.396907100	114.055637300	127.8			
T	22.396908000	114.055621100	127.4			
T	22.396907600	114.055603500	126.9			
T	22.396905700	114.055587300	126.4			
T	22.396882000	114.055479500	123.7			
T	22.396877600	114.055449500	123.0			
T	22.396869800	114.055372800	121.2			
T	22.396866700	114.055316300	120.0			
T	22.396866500	114.055269600	119.2			
T	22.396868200	114.055221500	119.2			
T	22.396873700	114.055173800	119.2			
T	22.396879500	114.055142000	119.3			
T	22.396888000	114.055111000	119.5			
T	22.396895900	114.055088200	119.7			
T	22.396909000	114.055058900	120.0			
T	22.396922300	114.055033500	120.4			
T	22.396938900	114.055009300	120.8			
T	22.396956500	114.054987700	121.0			
T	22.397051100	114.054885500	120.6			
T	22.397077400	114.054854400	120.2			
T	22.397095800	114.054829900	119.7			
T	22.397110800	114.054807200	119.3			
T	22.397126400	114.054777400	118.5			
T	22.397137300	114.054753100	117.9			
T	22.397147600	114.054725700	117.0			
T	22.397160200	114.054689400	116.1			
T	22.397168200	114.054664600	115.4			
T	22.397183600	114.054612200	113.8			
T	22.397191500	114.054589400	113.1			
T	22.397200900	114.054566100	112.3			
T	22.397212200	114.054540000	111.4			
T	22.397336200	114.054279500	104.7			
T	22.397346000	114.054255800	104.2			
T	22.397394900	114.054119300	102.0			
T	22.397403800	114.054096300	101.8			
T	22.397487400	114.053898400	100.8			
T	22.397501300	114.053866900	101.3			
T	22.397547000	114.053770300	103.2			
T	22.397559000	114.053742600	103.8			
T	22.397568500	114.053718100	104.2			
T	22.397576300	114.053692000	104.7			
T	22.397582900	114.053663000	105.2			
T	22.397588800	114.053629400	105.7			
T	22.397593200	114.053595500	106.1			
T	22.397582000	114.053303700	107.7			
T	22.397679100	114.052983500	110.7			
T	22.397674400	114.052909500	111.3			
T	22.397664100	114.052749300	112.5			
T	22.397233900	114.051568000	98.8			
T	22.396982300	114.050616200	82.4			
T	22.396925200	114.050370100	80.6			
T	22.396995400	114.049933800	78.3			
T	22.397033200	114.049858900	78.3			
T	22.397117900	114.049690900	78.2			
T	22.397467200	114.049316500	78.2			
T	22.397607800	114.049119800	77.1			
T	22.397776600	114.048937800	75.7			
T	22.398308000	114.048503800	63.9			
T	22.398351300	114.048494800	64.1			
T	22.398513700	114.048387900	66.8			
T	22.398542000	114.048325200	67.5			
T	22.398541000	114.048124800	72.7			
T	22.398467200	114.048077200	74.4			
T	22.398325400	114.047975400	77.6			
T	22.398191100	114.047831800	78.8			
T	22.398068800	114.047731400	79.3			
T	22.397785200	114.047640500	75.6			
T	22.397743700	114.047623800	75.0			
T	22.397703300	114.047604500	74.3			
T	22.397669400	114.047586700	73.8			
T	22.397640700	114.047569100	73.3			
T	22.397608900	114.047547000	72.8			
T	22.397494600	114.047458600	71.2			
T	22.397475300	114.047441900	71.4			
T	22.397410200	114.047378100	71.9			
T	22.397389300	114.047355900	72.1			
T	22.397369300	114.047331900	72.2			
T	22.397356600	114.047314200	72.4			
T	22.397345500	114.047294900	72.6			
T	22.397336900	114.047275200	72.9			
T	22.397329500	114.047253800	73.3			
T	22.397324900	114.047233100	73.7			
T	22.397322500	114.047213100	73.8			
T	22.397322900	114.047190200	73.5			
T	22.397325300	114.047169700	73.3			
T	22.397330300	114.047149200	73.1			
T	22.397338800	114.047129500	73.1			
T	22.397351700	114.047108600	73.1			
T	22.397367300	114.047088800	73.2			
T	22.397385900	114.047071000	73.4			
T	22.397409100	114.047053600	73.7			
T	22.397513200	114.046985900	75.2			
T	22.397532100	114.046972300	75.5			
T	22.397548100	114.046959900	75.8			
T	22.397561500	114.046948000	76.1			
T	22.397575500	114.046931200	76.2			
T	22.397585500	114.046915500	76.3			
T	22.397591600	114.046900000	76.3			
T	22.397594800	114.046884000	76.2			
T	22.397595700	114.046867200	76.0			
T	22.397594100	114.046851600	75.7			
T	22.397588700	114.046835500	75.3			
T	22.397580400	114.046820700	74.8			
T	22.397569800	114.046807800	74.2			
T	22.397556900	114.046796000	73.5			
T	22.397541800	114.046785500	72.8			
T	22.397525600	114.046777800	72.0			
T	22.397506400	114.046770300	71.1			
T	22.397420600	114.046744300	69.1			
T	22.397401400	114.046736600	68.7			
T	22.397385300	114.046727500	68.3			
T	22.397371000	114.046716900	67.9			
T	22.397358100	114.046704500	67.5			
T	22.397344600	114.046687400	67.1			
T	22.397303700	114.046627200	67.0			
T	22.397289900	114.046608600	67.3			
T	22.397274700	114.046590700	67.5			
T	22.397261000	114.046577300	67.7			
T	22.397240000	114.046561200	67.8			
T	22.397013200	114.046411800	72.4			
T	22.396988800	114.046398200	72.7			
T	22.396961900	114.046385700	73.0			
T	22.396931000	114.046373300	73.5			
T	22.396632400	114.046261700	75.3			
T	22.396601200	114.046248300	75.4			
T	22.396356500	114.046028700	73.6			
T	22.396270000	114.045838000	71.6			
T	22.396223700	114.045690700	69.5			
T	22.396242500	114.045576800	69.4			
T	22.396365600	114.045405500	71.3			
T	22.396591000	114.045002000	76.6			
T	22.396644600	114.044769200	78.7			
T	22.396640700	114.044617600	79.9			
T	22.396704400	114.044512600	80.7			
T	22.396781100	114.044457400	81.7			
T	22.396839200	114.044263400	83.1			
T	22.396862700	114.043917600	84.0			
T	22.397018300	114.043591000	82.6			
T	22.396983800	114.043399300	81.5			
T	22.396988600	114.043333300	81.2			
T	22.396994200	114.043281700	81.7			
T	22.397001600	114.043223200	82.3			
T	22.397012400	114.043154000	83.0			
T	22.397020000	114.043112100	83.4			
T	22.397026600	114.043080300	83.8			
T	22.397035600	114.043047000	84.0			
T	22.397045100	114.043020000	84.0			
T	22.397060600	114.042982400	84.0			
T	22.397078200	114.042944200	84.0			
T	22.397099400	114.042904200	84.0			
T	22.397123800	114.042862900	84.0			
T	22.397148400	114.042826500	84.0			
T	22.397172800	114.042795800	84.0			
T	22.397201100	114.042764200	84.0			
T	22.397263800	114.042703700	84.6			
T	22.397283600	114.042681500	85.0			
T	22.397299300	114.042660400	85.2			
T	22.397310800	114.042642500	85.4			
T	22.397322300	114.042621400	85.6			
T	22.397339600	114.042583100	86.0			
T	22.397350100	114.042554000	86.2			
T	22.397357500	114.042529300	86.4			
T	22.397363000	114.042502700	86.5			
T	22.397366600	114.042474100	86.3			
T	22.397369000	114.042441600	86.0			
T	22.397372200	114.042265400	84.2			
T	22.397371300	114.042242200	83.9			
T	22.397368600	114.042221100	83.6			
T	22.397364000	114.042201200	83.2			
T	22.397356900	114.042184000	82.7			
T	22.397348200	114.042167900	82.3			
T	22.397336000	114.042150800	81.8			
T	22.397316000	114.042126200	81.1			
T	22.397302800	114.042106800	80.5			
T	22.397290000	114.042084200	80.0			
T	22.397279900	114.042062700	79.5			
T	22.397272900	114.042043900	79.1			
T	22.397266500	114.042022100	78.7			
T	22.397260600	114.041995900	78.2			
T	22.397255500	114.041970400	77.8			
T	22.397251100	114.041938200	77.4			
T	22.397209300	114.041470900	83.5			
T	22.397140800	114.040802100	96.3			
T	22.397110200	114.040534100	99.8			
T	22.397107400	114.040481000	100.6			
T	22.397107500	114.040431100	101.5			
T	22.397111100	114.040379300	102.4			
T	22.397116700	114.040341200	103.2			
T	22.397124700	114.040302900	103.9			
T	22.397135000	114.040266700	104.4			
T	22.397147300	114.040232500	104.4			
T	22.397160000	114.040202600	104.5			
T	22.397184700	114.040153600	104.7			
T	22.397222700	114.040087300	105.0			
T	22.397239400	114.040054200	105.1			
T	22.397250900	114.040025400	105.1			
T	22.397259500	114.039998600	105.1			
T	22.397266400	114.039968400	105.0			
T	22.397270900	114.039936400	104.9			
T	22.397272900	114.039900700	104.7			
T	22.397273600	114.039838100	104.4			
T	22.397276300	114.039802900	104.2			
T	22.397281000	114.039773000	104.0			
T	22.397286900	114.039744900	103.9			
T	22.397299600	114.039703100	103.8			
T	22.397316600	114.039655600	103.8			
T	22.397334000	114.039614000	103.9			
T	22.397352300	114.039574500	104.0			
T	22.397375000	114.039531300	104.2			
T	22.397402300	114.039486000	104.5			
T	22.397413600	114.039463900	104.6			
T	22.397421300	114.039444600	104.7			
T	22.397426700	114.039424400	105.0			
T	22.397429800	114.039403900	105.3			
T	22.397430900	114.039379700	105.7			
T	22.397430600	114.039351200	106.1			
T	22.397428800	114.039324500	106.5			
T	22.397425800	114.039298500	106.8			
T	22.397421200	114.039274100	107.1			
T	22.397414800	114.039250500	107.3			
T	22.397406400	114.039227700	107.5			
T	22.397396100	114.039205100	107.6			
T	22.397384300	114.039183700	107.7			
T	22.397370600	114.039162700	107.7			
T	22.397355500	114.039142400	107.5			
T	22.397340500	114.039124900	107.3			
T	22.397307400	114.039090000	106.8			
T	22.397294100	114.039073900	106.6			
T	22.397279600	114.039052800	106.4			
T	22.397266800	114.039030800	106.3			
T	22.397257300	114.039007400	106.2			
T	22.397251700	114.038986300	106.2			
T	22.397248100	114.038963900	106.2			
T	22.397246500	114.038942600	106.2			
T	22.397247100	114.038908300	106.4			
T	22.397249500	114.038888100	106.5			
T	22.397254700	114.038864700	106.7			
T	22.397263000	114.038841200	106.9			
T	22.397275000	114.038816000	107.2			
T	22.397288100	114.038794700	107.5			
T	22.397302300	114.038776200	107.8			
T	22.397318800	114.038759400	108.2			
T	22.397341900	114.038741100	108.7			
T	22.397374700	114.038719100	109.4			
T	22.397425600	114.038690700	110.4			
T	22.397625900	114.038589000	116.9			
T	22.397671600	114.038564100	119.1			
T	22.397719100	114.038535600	121.6			
T	22.397752000	114.038512800	123.4			
T	22.397789000	114.038483600	125.4			
T	22.397821800	114.038454600	126.8			
T	22.397848000	114.038428000	128.0			
T	22.397862600	114.038411200	128.7			
T	22.397877200	114.038392300	129.4			
T	22.397888600	114.038375500	130.0			
T	22.397901900	114.038353300	130.8			
T	22.397913900	114.038329300	131.5			
T	22.397928400	114.038294900	132.3			
T	22.397939100	114.038262500	133.0			
T	22.397950100	114.038223400	133.7			
T	22.397961600	114.038178300	134.5			
T	22.397976600	114.038108700	135.7			
T	22.397985400	114.038062700	136.4			
T	22.397997800	114.037980700	137.1			
T	22.398001200	114.037950000	137.4			
T	22.398003500	114.037914900	137.6			
T	22.398003700	114.037879600	137.9			
T	22.398002100	114.037846500	138.1			
T	22.397998400	114.037821900	138.3			
T	22.397992800	114.037796700	138.5			
T	22.397984300	114.037769200	138.8			
T	22.397974700	114.037743900	138.8			
T	22.397962000	114.037716500	138.9			
T	22.397845700	114.037506500	139.5			
T	22.397837500	114.037488600	139.3			
T	22.397830800	114.037470100	139.0			
T	22.397825900	114.037449800	138.7			
T	22.397822500	114.037422700	138.1			
T	22.397817400	114.037357300	136.9			
T	22.397817000	114.037331700	136.3			
T	22.397818400	114.037301000	135.7			
T	22.397821800	114.037270300	135.1			
T	22.397826600	114.037238800	134.5			
T	22.397833200	114.037208300	134.2			
T	22.397846900	114.037159700	134.4			
T	22.397860800	114.037117300	134.5			
T	22.397878400	114.037070700	134.5			
T	22.397897100	114.037026700	134.5			
T	22.397923600	114.036971600	134.5			
T	22.397941700	114.036940200	134.5			
T	22.397966500	114.036902500	134.8			
T	22.398881700	114.035717300	152.8			
T	22.398896300	114.035697100	153.1			
T	22.398908300	114.035678200	153.2			
T	22.398919700	114.035658300	153.3			
T	22.398929100	114.035637700	153.4			
T	22.398937800	114.035614200	153.6			
T	22.398947700	114.035584000	153.8			
T	22.398955400	114.035554900	153.9			
T	22.398960800	114.035528300	153.6			
T	22.398965000	114.035500100	153.3			
T	22.398993900	114.035207900	149.8			
T	22.398998500	114.035176000	149.5			
T	22.399004000	114.035149200	149.4			
T	22.399009800	114.035129400	149.3			
T	22.399018800	114.035108000	149.4			
T	22.399031800	114.035082700	149.5			
T	22.399048600	114.035057600	149.9			
T	22.399067100	114.035032600	150.3			
T	22.399087500	114.035007400	150.9			
T	22.399458100	114.034614800	157.4			
T	22.399442900	114.034467200	155.2			
T	22.399437700	114.034444800	154.8			
T	22.399431000	114.034424900	155.0			
T	22.399418300	114.034393800	155.1			
T	22.399412100	114.034376100	155.2			
T	22.399406500	114.034357300	155.3			
T	22.399402600	114.034336200	155.5			
T	22.399400100	114.034312900	155.7			
T	22.399399500	114.034285100	156.1			
T	22.399401600	114.034256100	156.6			
T	22.399405300	114.034231700	157.1			
T	22.399410600	114.034210300	157.6			
T	22.399420500	114.034178300	158.6			
T	22.399425600	114.034156700	159.1			
T	22.399428800	114.034134100	159.3			
T	22.399431300	114.034102900	159.6			
T	22.399430600	114.034073300	159.6			
T	22.399426000	114.034040600	159.5			
T	22.399418700	114.034009900	159.2			
T	22.399409700	114.033987500	158.8			
T	22.399397000	114.033965800	158.2			
T	22.399313700	114.033850100	153.2			
T	22.399300100	114.033833400	152.2			
T	22.399286000	114.033818800	151.4			
T	22.399270600	114.033807400	150.5			
T	22.399255100	114.033799400	149.8			
T	22.399214800	114.033782500	147.9			
T	22.399190900	114.033774000	146.9			
T	22.399162400	114.033766500	145.9			
T	22.399125700	114.033759300	145.4			
T	22.399102000	114.033756000	145.1			
T	22.399078100	114.033754600	144.7			
T	22.399048200	114.033754600	144.3			
T	22.399013300	114.033756400	143.8			
T	22.398984200	114.033759200	143.3			
T	22.398956500	114.033764900	142.9			
T	22.398919400	114.033775300	142.3			
T	22.398891700	114.033784700	141.8			
T	22.398867400	114.033795100	141.4			
T	22.398735700	114.033864300	139.9			
T	22.398650200	114.033878600	139.3			
T	22.398570100	114.033861200	138.7			
T	22.398511400	114.033810700	138.3			
T	22.398385500	114.033754300	137.3			
T	22.398040900	114.033762100	136.2			
T	22.397817600	114.033668700	132.4			
T	22.397718700	114.033668300	132.5			
T	22.397618500	114.033679400	133.6			
T	22.397469600	114.033739800	135.8			
T	22.397352100	114.033881900	138.3			
T	22.397284100	114.033944300	138.4			
T	22.397186800	114.033981000	137.9			
T	22.397120300	114.033976300	137.2			
T	22.397015500	114.033934500	136.3			
T	22.396996800	114.033924200	136.2			
T	22.396885000	114.033800100	135.6			
T	22.396840400	114.033750600	135.3			
T	22.396804500	114.033695800	135.0			
T	22.396778400	114.033615900	134.8			
T	22.396779600	114.033534900	134.4			
T	22.396787200	114.033351100	133.5			
T	22.396806300	114.033235900	133.5			
T	22.396865300	114.033071500	132.5			
T	22.396881600	114.032925700	133.4			
T	22.396787300	114.032664200	136.7			
T	22.396669400	114.032598300	139.2			
T	22.396545900	114.032480800	140.7			
T	22.396498500	114.032080600	148.4			
T	22.396512500	114.031963600	148.0			
T	22.396512700	114.031755800	145.6			
T	22.396464700	114.031584500	144.6			
T	22.396415200	114.031239500	145.6			
T	22.396369600	114.031118700	143.2			
T	22.396341600	114.030907700	138.8			
T	22.396310900	114.030909700	139.5			
T	22.396278500	114.030923400	140.4			
T	22.396281900	114.030940600	140.7			
T	22.396214600	114.030937700	141.8			
T	22.396169400	114.030969300	143.0			
T	22.396142500	114.030982100	143.6			
T	22.396107300	114.030926700	143.8			
T	22.396019800	114.030869600	146.5			
T	22.395985800	114.030867800	147.7			
T	22.395923900	114.030763700	150.4			
T	22.395924500	114.030676100	150.4			
T	22.395903000	114.030642900	151.2			
T	22.395848300	114.030591800	153.4			
T	22.395764800	114.030441400	157.1			
T	22.395698700	114.030366500	159.7			
T	22.395712000	114.030268800	161.0			
T	22.395714000	114.029983400	155.0			
T	22.395678000	114.029901300	155.1			
T	22.395641900	114.029796900	155.0			
T	22.395490400	114.029664400	155.0			
T	22.395453000	114.029557700	154.4			
T	22.395432600	114.029564300	154.3			
T	22.395426600	114.029507700	154.1			
T	22.395383500	114.029421100	153.7			
T	22.395277500	114.029303400	153.5			
T	22.395182800	114.029254300	153.7			
T	22.394999200	114.028992200	157.2			
T	22.394920900	114.028714200	155.2			
T	22.394928900	114.028588500	154.5			
T	22.394897700	114.028298200	151.7			
T	22.394972600	114.028144200	153.8			
T	22.394957100	114.027956100	154.8			
T	22.395010400	114.027778300	157.2			
T	22.395135100	114.027705700	160.1			
T	22.395208200	114.027531300	160.8			
T	22.395181600	114.027056700	169.0			
T	22.395116500	114.026976200	170.5			
T	22.395065800	114.026931500	170.9			
T	22.394858100	114.026963800	169.4			
T	22.394758100	114.027003800	167.6			
T	22.394341400	114.026881600	165.2			
T	22.393908700	114.026818800	191.2			
T	22.393733800	114.026812200	196.4			
T	22.393504200	114.026860200	197.5			
T	22.393420800	114.026802600	196.8			
T	22.393426700	114.026685100	197.6			
T	22.393450800	114.026625900	197.0			
T	22.393417000	114.026527900	194.1			
T	22.393279800	114.026456900	192.6			
T	22.393195100	114.026399700	192.6			
T	22.393130400	114.026164300	192.8			
T	22.393030300	114.025965700	194.7			
T	22.393022100	114.025788300	195.1			
T	22.392950700	114.025560500	195.1			
T	22.392964700	114.025460400	197.5			
T	22.392990900	114.025387400	199.3			
T	22.392992100	114.025235400	204.2			
T	22.392940000	114.025148900	207.9			
T	22.392900600	114.025015600	213.1			
T	22.392877900	114.024894800	217.1			
T	22.392748800	114.024774100	220.8			
T	22.392717700	114.024706600	222.8			
T	22.392691500	114.024618500	223.6			
T	22.392633600	114.024566500	223.6			
T	22.392571500	114.024497600	223.5			
T	22.392522700	114.024468000	223.1			
T	22.392463600	114.024389800	222.1			
T	22.392460600	114.024312300	221.5			
T	22.392480700	114.024242300	221.3			
T	22.392515800	114.024188200	221.3			
T	22.392632600	114.024156600	222.3			
T	22.392695000	114.024079100	221.9			
T	22.392697700	114.024006100	220.9			
T	22.392691000	114.023933200	219.8			
T	22.392658100	114.023822300	217.3			
T	22.392653600	114.023768600	216.3			
T	22.392674300	114.023661000	215.0			
T	22.392751700	114.023607500	215.5			
T	22.392837700	114.023570800	215.7			
T	22.392940700	114.023580100	215.5			
T	22.392996800	114.023588800	215.3			
T	22.393254100	114.023524000	213.2			
T	22.393300500	114.023471400	213.8			
T	22.393284100	114.023247300	218.3			
T	22.393192700	114.023208700	218.1			
T	22.393059100	114.023253700	217.0			
T	22.392805800	114.023273900	215.8			
T	22.392737700	114.023294100	214.8			
T	22.392666900	114.023297000	213.6			
T	22.392572100	114.023347600	211.3			
T	22.392361200	114.023359900	208.0			
T	22.392288400	114.023303800	207.6			
T	22.392236300	114.023224100	208.6			
T	22.392178200	114.023166300	209.5			
T	22.392138200	114.023126300	210.2			
T	22.392119100	114.023132400	210.0			
T	22.392066200	114.023170400	209.3			
T	22.391986600	114.023166300	209.3			
T	22.391876300	114.023120100	210.4			
T	22.391790300	114.023075400	211.2			
T	22.391710900	114.023042900	211.5			
T	22.391698500	114.022927200	210.2			
T	22.391652800	114.022798800	208.3			
T	22.391666600	114.022586600	208.7			
T	22.391630800	114.022560500	208.5			
T	22.391589300	114.022485900	208.2			
T	22.391603400	114.022323500	208.9			
T	22.391640700	114.022259700	210.0			
T	22.391646100	114.022201500	209.8			
T	22.391581400	114.022108500	205.8			
T	22.391549700	114.022046000	203.6			
T	22.391544000	114.021978500	202.0			
T	22.391551500	114.021886000	200.4			
T	22.391590700	114.021835500	200.2			
T	22.391674800	114.021789300	201.1			
T	22.391705500	114.021735900	201.4			
T	22.391779600	114.021661900	202.6			
T	22.391785900	114.021515800	202.2			
T	22.391734200	114.021370000	199.5			
T	22.391736300	114.021240500	198.6			
T	22.391725600	114.021179900	197.7			
T	22.391722200	114.021113400	197.0			
T	22.391732200	114.021039800	196.6			
T	22.391731000	114.020908400	195.1			
T	22.391760900	114.020887800	196.0			
T	22.391890500	114.020875900	200.5			
T	22.391950000	114.020856100	202.5			
T	22.391990000	114.020797200	204.4			
T	22.392006000	114.020750200	205.7			
T	22.392004400	114.020707800	206.1			
T	22.391938300	114.020552100	204.7			
T	22.391914700	114.020498400	203.8			
T	22.391949900	114.020427400	205.2			
T	22.391963300	114.020374000	205.7			
T	22.391970300	114.020265200	205.5			
T	22.391995700	114.020154500	203.7			
T	22.391997600	114.020093000	202.4			
T	22.391971400	114.020028700	200.3			
T	22.391936100	114.019997800	199.0			
T	22.391855900	114.019994100	198.9			
T	22.391808800	114.020002400	198.5			
T	22.391765300	114.020023700	198.4			
T	22.391656400	114.020117300	196.5			
T	22.391593900	114.020178600	194.0			
T	22.391509600	114.020169800	191.7			
T	22.391363200	114.020178200	187.4			
T	22.391218900	114.020221900	181.8			
T	22.391134100	114.020202200	179.6			
T	22.391021300	114.020120100	179.5			
T	22.390976200	114.020118400	178.8			
T	22.390948300	114.020138700	177.9			
T	22.390907200	114.020214400	175.5			
T	22.390840100	114.020355000	172.6			
T	22.390534400	114.020352300	170.7			
T	22.390445000	114.020410100	166.1			
T	22.390357900	114.020438700	162.1			
T	22.390144400	114.020382800	160.6			
T	22.390024200	114.020370600	158.3			
T	22.389812100	114.020243800	158.4			
T	22.389724200	114.020241500	155.6			
T	22.389631100	114.020282700	151.6			
T	22.389545800	114.020286400	149.3			
T	22.389439700	114.020260900	147.6			
T	22.389358300	114.020225500	147.8			
T	22.389272800	114.020120600	149.8			
T	22.389039200	114.019921500	153.2			
T	22.388991300	114.019766900	158.2			
T	22.388921500	114.019691000	159.8			
T	22.388855800	114.019679400	159.5			
T	22.388781000	114.019704900	158.3			
T	22.388578100	114.019842900	150.6			
T	22.388372600	114.019920500	143.2			
T	22.388267500	114.019941400	141.5			
T	22.388089600	114.020017500	139.3			
T	22.388035900	114.020063600	138.5			
T	22.387997100	114.020144400	137.1			
T	22.387993900	114.020327400	129.1			
T	22.387968500	114.020374400	126.4			
T	22.387939300	114.020406300	125.1			
T	22.387826100	114.020459400	126.1			
T	22.387721600	114.020529800	125.6			
T	22.387625400	114.020596000	124.8			
T	22.387483300	114.020730700	120.8			
T	22.387362800	114.020836700	115.3			
T	22.387246000	114.020840600	115.6			
T	22.387076400	114.020776800	114.9			
T	22.386905300	114.020742800	111.5			
T	22.386824700	114.020727600	109.9			
T	22.386514700	114.020783900	106.5			
T	22.386286600	114.020818900	105.7			
T	22.386222900	114.020848700	104.5			
T	22.386123800	114.020945500	101.0			
